,lat,lng,offense
20383,45.5628,-122.609,Larceny Offenses
20384,45.5318,-122.652,Larceny Offenses
20385,45.5191,-122.506,Motor Vehicle Theft
20386,45.5627,-122.588,Motor Vehicle Theft
20387,45.5615,-122.595,Motor Vehicle Theft
20388,45.5228,-122.673,Motor Vehicle Theft
20389,45.4901,-122.598,Motor Vehicle Theft
20390,45.5177,-122.521,Motor Vehicle Theft
20391,45.5152,-122.555,Motor Vehicle Theft
20392,45.4942,-122.57,Motor Vehicle Theft
20393,45.5558,-122.551,Motor Vehicle Theft
20394,45.5818,-122.721,Motor Vehicle Theft
20395,45.5536,-122.666,Vandalism
20396,45.5199,-122.534,Vandalism
20397,45.532,-122.63,Vandalism
20398,45.5094,-122.576,Vandalism
20399,45.5528,-122.684,Vandalism
20400,45.5389,-122.558,Vandalism
20401,45.5717,-122.676,Vandalism
20403,45.5204,-122.54,Drug/Narcotic Offenses
20404,45.5245,-122.674,Drug/Narcotic Offenses
20405,45.5,-122.685,Weapon Law Violations
20406,45.5245,-122.674,Weapon Law Violations
20407,45.5119,-122.68,Motor Vehicle Theft
20408,45.5197,-122.637,Larceny Offenses
20409,45.5092,-122.683,Weapon Law Violations
20410,45.5402,-122.655,Motor Vehicle Theft
20411,45.5326,-122.626,Larceny Offenses
20413,45.5289,-122.638,Motor Vehicle Theft
20414,45.5311,-122.657,Larceny Offenses
20415,45.4858,-122.623,Larceny Offenses
20416,45.4771,-122.574,Larceny Offenses
20417,45.5212,-122.661,Vandalism
20418,45.5263,-122.549,Vandalism
20419,45.5222,-122.658,Burglary
20421,45.5191,-122.677,Larceny Offenses
20422,45.5191,-122.677,Larceny Offenses
20423,45.5191,-122.677,Larceny Offenses
20424,45.5191,-122.677,Larceny Offenses
20425,45.5191,-122.677,Larceny Offenses
20426,45.5191,-122.677,Larceny Offenses
20427,45.5191,-122.677,Larceny Offenses
20428,45.5191,-122.677,Larceny Offenses
20429,45.5191,-122.677,Larceny Offenses
20430,45.5191,-122.677,Larceny Offenses
20431,45.5013,-122.638,Larceny Offenses
20432,45.5834,-122.729,Larceny Offenses
20433,45.5101,-122.581,Burglary
20434,45.4611,-122.647,Larceny Offenses
20435,45.5336,-122.527,Larceny Offenses
20436,45.5536,-122.481,Larceny Offenses
20439,45.4871,-122.625,Burglary
20440,45.4704,-122.656,Burglary
20441,45.59,-122.745,Burglary
20442,45.5987,-122.66,Larceny Offenses
20443,45.529,-122.7,Larceny Offenses
20444,45.515,-122.641,Larceny Offenses
20445,45.5046,-122.492,Larceny Offenses
20446,45.5169,-122.676,Larceny Offenses
20447,45.5223,-122.7,Larceny Offenses
20448,45.4918,-122.579,Larceny Offenses
20449,45.5318,-122.652,Larceny Offenses
20450,45.5141,-122.602,Larceny Offenses
20451,45.5504,-122.722,Larceny Offenses
20452,45.5821,-122.721,Larceny Offenses
20453,45.486,-122.634,Larceny Offenses
20454,45.4955,-122.677,Larceny Offenses
20455,45.5086,-122.695,Larceny Offenses
20456,45.5101,-122.698,Larceny Offenses
20457,45.4947,-122.623,Motor Vehicle Theft
20458,45.5131,-122.519,Motor Vehicle Theft
20459,45.5051,-122.56,Motor Vehicle Theft
20460,45.5356,-122.576,Motor Vehicle Theft
20461,45.5325,-122.588,Motor Vehicle Theft
20462,45.5359,-122.555,Motor Vehicle Theft
20463,45.5814,-122.721,Motor Vehicle Theft
20464,45.5113,-122.695,Motor Vehicle Theft
20465,45.5626,-122.571,Motor Vehicle Theft
20466,45.5157,-122.626,Vandalism
20468,45.5204,-122.655,Assault Offenses
20469,45.5162,-122.678,Assault Offenses
20470,45.4743,-122.579,Assault Offenses
20471,45.519,-122.569,Assault Offenses
20472,45.519,-122.569,Assault Offenses
20473,45.5,-122.685,Assault Offenses
20474,45.49,-122.569,Assault Offenses
20478,45.5152,-122.688,Assault Offenses
20480,45.5302,-122.697,Assault Offenses
20481,45.5299,-122.557,Burglary
20482,45.4724,-122.692,Burglary
20483,45.5229,-122.642,Burglary
20484,45.4949,-122.557,Burglary
20486,45.565,-122.578,Burglary
20487,45.5336,-122.534,Burglary
20488,45.5894,-122.752,Burglary
20489,45.5165,-122.63,Burglary
20490,45.5171,-122.678,Counterfeiting/Forgery
20491,45.5192,-122.509,Counterfeiting/Forgery
20494,45.4658,-122.594,Larceny Offenses
20495,45.609,-122.68,Larceny Offenses
20496,45.5603,-122.547,Larceny Offenses
20497,45.4725,-122.644,Larceny Offenses
20498,45.589,-122.747,Larceny Offenses
20499,45.5932,-122.758,Larceny Offenses
20500,45.5191,-122.677,Larceny Offenses
20501,45.5191,-122.677,Larceny Offenses
20502,45.519,-122.68,Larceny Offenses
20503,45.5199,-122.682,Larceny Offenses
20504,45.6106,-122.683,Larceny Offenses
20505,45.6124,-122.683,Larceny Offenses
20506,45.5335,-122.537,Larceny Offenses
20507,45.531,-122.558,Larceny Offenses
20508,45.5183,-122.562,Larceny Offenses
20509,45.4918,-122.579,Larceny Offenses
20510,45.519,-122.552,Larceny Offenses
20511,45.4975,-122.581,Larceny Offenses
20512,45.5344,-122.635,Larceny Offenses
20513,45.5164,-122.677,Larceny Offenses
20514,45.5419,-122.664,Larceny Offenses
20515,45.5428,-122.671,Larceny Offenses
20516,45.4868,-122.579,Larceny Offenses
20517,45.5335,-122.537,Larceny Offenses
20518,45.531,-122.558,Larceny Offenses
20519,45.5049,-122.654,Larceny Offenses
20520,45.4911,-122.572,Larceny Offenses
20521,45.488,-122.574,Larceny Offenses
20522,45.5264,-122.691,Larceny Offenses
20523,45.5743,-122.563,Larceny Offenses
20524,45.526,-122.675,Larceny Offenses
20525,45.5401,-122.528,Larceny Offenses
20526,45.4665,-122.653,Larceny Offenses
20527,45.498,-122.679,Larceny Offenses
20528,45.4975,-122.596,Larceny Offenses
20529,45.5111,-122.698,Larceny Offenses
20530,45.5775,-122.726,Larceny Offenses
20531,45.4392,-122.692,Motor Vehicle Theft
20532,45.5042,-122.511,Motor Vehicle Theft
20533,45.4825,-122.683,Motor Vehicle Theft
20534,45.5799,-122.687,Motor Vehicle Theft
20535,45.5244,-122.66,Motor Vehicle Theft
20536,45.5624,-122.749,Motor Vehicle Theft
20537,45.5318,-122.652,Motor Vehicle Theft
20538,45.5316,-122.655,Motor Vehicle Theft
20539,45.5934,-122.757,Motor Vehicle Theft
20540,45.5183,-122.672,Robbery
20541,45.5772,-122.696,Robbery
20542,45.5336,-122.536,Robbery
20543,45.5137,-122.661,Vandalism
20544,45.521,-122.679,Vandalism
20545,45.5431,-122.67,Vandalism
20546,45.519,-122.529,Vandalism
20547,45.5335,-122.537,Vandalism
20548,45.49,-122.569,Vandalism
20549,45.5484,-122.706,Vandalism
20550,45.5077,-122.696,Vandalism
20551,45.5996,-122.749,Vandalism
20552,45.5962,-122.755,Vandalism
20553,45.5985,-122.759,Vandalism
20554,45.6143,-122.683,Drug/Narcotic Offenses
20555,45.5204,-122.655,Weapon Law Violations
20557,45.5989,-122.746,Burglary
20558,45.4836,-122.726,Burglary
20559,45.5246,-122.693,Larceny Offenses
20560,45.5874,-122.747,Burglary
20561,45.4624,-122.616,Burglary
20562,45.5486,-122.594,Larceny Offenses
20563,45.4749,-122.708,Larceny Offenses
20564,45.5995,-122.741,Burglary
20565,45.5125,-122.643,Larceny Offenses
20566,45.5108,-122.657,Larceny Offenses
20567,45.548,-122.619,Burglary
20568,45.5365,-122.627,Burglary
20569,45.584,-122.706,Burglary
20570,45.5301,-122.675,Burglary
20571,45.4781,-122.524,Burglary
20572,45.4651,-122.648,Larceny Offenses
20573,45.5731,-122.684,Larceny Offenses
20574,45.5578,-122.526,Larceny Offenses
20575,45.5604,-122.505,Larceny Offenses
20576,45.4636,-122.647,Pornography/Obscene Material
20577,45.5483,-122.646,Burglary
20578,45.5216,-122.695,Larceny Offenses
20579,45.5661,-122.665,Larceny Offenses
20580,45.5394,-122.647,Larceny Offenses
20581,45.5149,-122.589,Larceny Offenses
20582,45.5903,-122.747,Larceny Offenses
20583,45.5378,-122.634,Vandalism
20584,45.5099,-122.528,Burglary
20585,45.4767,-122.581,Burglary
20587,45.4759,-122.56,Larceny Offenses
20588,45.4859,-122.621,Larceny Offenses
20589,45.5191,-122.707,Larceny Offenses
20590,45.5144,-122.641,Larceny Offenses
20591,45.5154,-122.654,Larceny Offenses
20592,45.514,-122.662,Larceny Offenses
20593,45.5868,-122.756,Larceny Offenses
20594,45.5884,-122.757,Larceny Offenses
20595,45.5556,-122.614,Larceny Offenses
20596,45.5139,-122.684,Larceny Offenses
20597,45.5318,-122.652,Larceny Offenses
20598,45.5343,-122.653,Larceny Offenses
20599,45.5763,-122.567,Larceny Offenses
20601,45.5441,-122.557,Larceny Offenses
20602,45.4897,-122.631,Larceny Offenses
20603,45.5644,-122.576,Larceny Offenses
20604,45.5099,-122.528,Motor Vehicle Theft
20605,45.5204,-122.556,Motor Vehicle Theft
20606,45.5409,-122.647,Motor Vehicle Theft
20607,45.5452,-122.556,Motor Vehicle Theft
20608,45.5695,-122.666,Motor Vehicle Theft
20609,45.587,-122.733,Motor Vehicle Theft
20610,45.5928,-122.743,Motor Vehicle Theft
20611,45.5905,-122.748,Motor Vehicle Theft
20612,45.5201,-122.499,Vandalism
20613,45.5212,-122.687,Vandalism
20614,45.5351,-122.664,Assault Offenses
20615,45.5345,-122.624,Assault Offenses
20616,45.5122,-122.658,Assault Offenses
20617,45.581,-122.682,Assault Offenses
20625,45.5133,-122.658,Assault Offenses
20626,45.5133,-122.658,Assault Offenses
20629,45.5356,-122.621,Assault Offenses
20630,45.5356,-122.621,Assault Offenses
20634,45.5772,-122.661,Assault Offenses
20636,45.5215,-122.66,Burglary
20637,45.4904,-122.485,Burglary
20638,45.5335,-122.573,Burglary
20639,45.5155,-122.538,Burglary
20640,45.5247,-122.686,Burglary
20644,45.5934,-122.654,Larceny Offenses
20645,45.5145,-122.693,Larceny Offenses
20646,45.5118,-122.644,Larceny Offenses
20647,45.5244,-122.683,Larceny Offenses
20648,45.5121,-122.624,Larceny Offenses
20649,45.4683,-122.579,Larceny Offenses
20650,45.5226,-122.661,Larceny Offenses
20651,45.5191,-122.677,Larceny Offenses
20652,45.5199,-122.682,Larceny Offenses
20653,45.5955,-122.679,Larceny Offenses
20654,45.5486,-122.662,Larceny Offenses
20655,45.4967,-122.538,Larceny Offenses
20656,45.566,-122.661,Larceny Offenses
20657,45.5167,-122.602,Larceny Offenses
20658,45.524,-122.693,Larceny Offenses
20659,45.5672,-122.537,Larceny Offenses
20660,45.5038,-122.551,Larceny Offenses
20661,45.5191,-122.707,Larceny Offenses
20662,45.587,-122.759,Larceny Offenses
20663,45.5198,-122.674,Larceny Offenses
20664,45.5114,-122.681,Larceny Offenses
20665,45.5005,-122.684,Larceny Offenses
20666,45.5,-122.685,Larceny Offenses
20667,45.523,-122.656,Larceny Offenses
20668,45.5601,-122.661,Larceny Offenses
20669,45.5318,-122.652,Larceny Offenses
20670,45.5536,-122.572,Larceny Offenses
20671,45.537,-122.587,Larceny Offenses
20672,45.5051,-122.535,Larceny Offenses
20673,45.5453,-122.706,Larceny Offenses
20674,45.5687,-122.545,Larceny Offenses
20675,45.5247,-122.686,Larceny Offenses
20676,45.5497,-122.595,Larceny Offenses
20677,45.5135,-122.679,Larceny Offenses
20679,45.4904,-122.485,Motor Vehicle Theft
20680,45.5218,-122.68,Motor Vehicle Theft
20681,45.5337,-122.657,Motor Vehicle Theft
20682,45.5415,-122.575,Motor Vehicle Theft
20683,45.5192,-122.591,Motor Vehicle Theft
20684,45.5159,-122.592,Motor Vehicle Theft
20685,45.5673,-122.537,Motor Vehicle Theft
20686,45.5424,-122.611,Motor Vehicle Theft
20687,45.5503,-122.5,Motor Vehicle Theft
20688,45.5473,-122.501,Motor Vehicle Theft
20689,45.5198,-122.679,Robbery
20691,45.5221,-122.499,Robbery
20692,45.5265,-122.661,Robbery
20693,45.5046,-122.538,Robbery
20694,45.524,-122.693,Robbery
20695,45.4995,-122.492,Vandalism
20696,45.5356,-122.621,Vandalism
20697,45.584,-122.697,Vandalism
20698,45.5258,-122.642,Vandalism
20699,45.5331,-122.579,Vandalism
20701,45.5014,-122.579,Vandalism
20702,45.4683,-122.579,Drug/Narcotic Offenses
20703,45.609,-122.68,Drug/Narcotic Offenses
20704,45.5232,-122.693,Drug/Narcotic Offenses
20705,45.5239,-122.671,Drug/Narcotic Offenses
20706,45.4974,-122.584,Drug/Narcotic Offenses
20707,45.5193,-122.68,Weapon Law Violations
20708,45.4781,-122.609,Counterfeiting/Forgery
20709,45.5225,-122.635,Larceny Offenses
20710,45.518,-122.651,Burglary
20711,45.4934,-122.621,Larceny Offenses
20712,45.5137,-122.649,Burglary
20713,45.5366,-122.669,Larceny Offenses
20714,45.4783,-122.603,Motor Vehicle Theft
20716,45.4428,-122.715,Larceny Offenses
20717,45.6124,-122.683,Larceny Offenses
20719,45.5881,-122.743,Vandalism
20720,45.5121,-122.621,Larceny Offenses
20721,45.5436,-122.543,Larceny Offenses
20722,45.525,-122.645,Larceny Offenses
20723,45.5137,-122.652,Burglary
20724,45.5197,-122.69,Larceny Offenses
20725,45.512,-122.579,Larceny Offenses
20726,45.4991,-122.637,Motor Vehicle Theft
20727,45.5482,-122.652,Motor Vehicle Theft
20728,45.4687,-122.58,Vandalism
20731,45.5292,-122.538,Burglary
20732,45.5314,-122.642,Burglary
20733,45.4832,-122.618,Burglary
20734,45.5409,-122.648,Larceny Offenses
20735,45.5267,-122.675,Larceny Offenses
20736,45.4971,-122.535,Larceny Offenses
20737,45.4901,-122.654,Larceny Offenses
20738,45.5555,-122.537,Larceny Offenses
20739,45.5212,-122.675,Larceny Offenses
20740,45.5207,-122.688,Larceny Offenses
20741,45.4948,-122.678,Larceny Offenses
20742,45.5536,-122.572,Larceny Offenses
20743,45.524,-122.699,Larceny Offenses
20744,45.5747,-122.563,Larceny Offenses
20745,45.5336,-122.648,Larceny Offenses
20746,45.5448,-122.645,Motor Vehicle Theft
20747,45.4654,-122.579,Motor Vehicle Theft
20748,45.5256,-122.616,Motor Vehicle Theft
20749,45.5909,-122.732,Motor Vehicle Theft
20750,45.5275,-122.642,Vandalism
20751,45.5339,-122.585,Vandalism
20752,45.5186,-122.675,Assault Offenses
20753,45.5186,-122.675,Assault Offenses
20754,45.5186,-122.675,Assault Offenses
20756,45.5167,-122.532,Assault Offenses
20757,45.5238,-122.673,Assault Offenses
20758,45.4909,-122.676,Assault Offenses
20759,45.4909,-122.676,Assault Offenses
20760,45.4909,-122.676,Assault Offenses
20761,45.4909,-122.676,Assault Offenses
20762,45.4909,-122.676,Assault Offenses
20763,45.4909,-122.676,Assault Offenses
20773,45.5301,-122.665,Assault Offenses
20774,45.5301,-122.676,Assault Offenses
20779,45.5216,-122.68,Assault Offenses
20782,45.5301,-122.676,Assault Offenses
20783,45.4974,-122.528,Assault Offenses
20784,45.5018,-122.579,Assault Offenses
20785,45.5698,-122.65,Assault Offenses
20786,45.5193,-122.654,Burglary
20787,45.5603,-122.621,Burglary
20788,45.5199,-122.683,Burglary
20789,45.4864,-122.729,Burglary
20790,45.5305,-122.634,Burglary
20791,45.5589,-122.555,Burglary
20792,45.5351,-122.666,Counterfeiting/Forgery
20793,45.5768,-122.682,Embezzlement
20794,45.5709,-122.662,Extortion/Blackmail
20799,45.6096,-122.683,Larceny Offenses
20800,45.5335,-122.561,Larceny Offenses
20801,45.5229,-122.648,Larceny Offenses
20802,45.5191,-122.569,Larceny Offenses
20803,45.5248,-122.496,Larceny Offenses
20804,45.5888,-122.746,Larceny Offenses
20805,45.5768,-122.682,Larceny Offenses
20806,45.6124,-122.683,Larceny Offenses
20807,45.6124,-122.683,Larceny Offenses
20808,45.5262,-122.54,Larceny Offenses
20809,45.531,-122.558,Larceny Offenses
20810,45.5183,-122.562,Larceny Offenses
20811,45.5759,-122.566,Larceny Offenses
20812,45.5368,-122.538,Larceny Offenses
20813,45.4975,-122.581,Larceny Offenses
20814,45.5174,-122.554,Larceny Offenses
20815,45.5158,-122.659,Larceny Offenses
20816,45.5158,-122.659,Larceny Offenses
20817,45.514,-122.662,Larceny Offenses
20818,45.5186,-122.675,Larceny Offenses
20819,45.5376,-122.664,Larceny Offenses
20820,45.5406,-122.633,Larceny Offenses
20821,45.5259,-122.707,Larceny Offenses
20822,45.5224,-122.618,Larceny Offenses
20823,45.5279,-122.659,Larceny Offenses
20824,45.5287,-122.66,Larceny Offenses
20825,45.5276,-122.661,Larceny Offenses
20826,45.5329,-122.662,Larceny Offenses
20827,45.5308,-122.665,Larceny Offenses
20828,45.5251,-122.585,Larceny Offenses
20829,45.5718,-122.556,Larceny Offenses
20832,45.5238,-122.674,Larceny Offenses
20833,45.5594,-122.56,Larceny Offenses
20834,45.5312,-122.68,Larceny Offenses
20835,45.5373,-122.532,Larceny Offenses
20836,45.5011,-122.602,Larceny Offenses
20837,45.5022,-122.498,Motor Vehicle Theft
20838,45.5042,-122.511,Motor Vehicle Theft
20839,45.5181,-122.675,Motor Vehicle Theft
20840,45.5081,-122.643,Motor Vehicle Theft
20841,45.5367,-122.648,Motor Vehicle Theft
20842,45.5254,-122.637,Motor Vehicle Theft
20843,45.5101,-122.576,Motor Vehicle Theft
20844,45.4845,-122.59,Motor Vehicle Theft
20845,45.4996,-122.579,Motor Vehicle Theft
20846,45.5344,-122.639,Motor Vehicle Theft
20847,45.5596,-122.661,Robbery
20848,45.4844,-122.583,Robbery
20849,45.5301,-122.676,Robbery
20850,45.5215,-122.66,Vandalism
20851,45.5557,-122.601,Vandalism
20852,45.5189,-122.675,Vandalism
20853,45.4972,-122.594,Vandalism
20854,45.5266,-122.613,Vandalism
20855,45.5301,-122.676,Vandalism
20856,45.5018,-122.579,Vandalism
20857,45.593,-122.733,Vandalism
20858,45.5314,-122.65,Vandalism
20859,45.6124,-122.683,Drug/Narcotic Offenses
20860,45.487,-122.735,Drug/Narcotic Offenses
20861,45.4898,-122.556,Drug/Narcotic Offenses
20862,45.527,-122.677,Drug/Narcotic Offenses
20863,45.488,-122.562,Weapon Law Violations
20864,45.5245,-122.578,Weapon Law Violations
20865,45.5938,-122.722,Weapon Law Violations
20866,45.5029,-122.541,Vandalism
20868,45.5089,-122.687,Larceny Offenses
20869,45.5162,-122.678,Vandalism
20870,45.4748,-122.529,Larceny Offenses
20871,45.5375,-122.613,Burglary
20873,45.464,-122.705,Larceny Offenses
20874,45.5527,-122.578,Larceny Offenses
20875,45.512,-122.637,Larceny Offenses
20876,45.5634,-122.529,Larceny Offenses
20877,45.5634,-122.529,Larceny Offenses
20879,45.5175,-122.638,Larceny Offenses
20882,45.5256,-122.691,Larceny Offenses
20883,45.529,-122.7,Larceny Offenses
20884,45.5245,-122.676,Assault Offenses
20885,45.5245,-122.676,Assault Offenses
20886,45.469,-122.627,Burglary
20887,45.5319,-122.588,Larceny Offenses
20888,45.5236,-122.659,Motor Vehicle Theft
20889,45.5319,-122.588,Motor Vehicle Theft
20890,45.5144,-122.685,Burglary
20891,45.5026,-122.682,Burglary
20893,45.5587,-122.494,Larceny Offenses
20894,45.6081,-122.759,Larceny Offenses
20895,45.5176,-122.655,Vandalism
20896,45.5172,-122.689,Vandalism
20897,45.6136,-122.687,Burglary
20898,45.5557,-122.51,Larceny Offenses
20899,45.5284,-122.538,Larceny Offenses
20900,45.5313,-122.535,Larceny Offenses
20901,45.5281,-122.59,Larceny Offenses
20902,45.5271,-122.686,Larceny Offenses
20903,45.5029,-122.705,Larceny Offenses
20904,45.6004,-122.63,Larceny Offenses
20905,45.5059,-122.579,Assault Offenses
20906,45.5362,-122.625,Burglary
20907,45.483,-122.581,Burglary
20908,45.5191,-122.567,Counterfeiting/Forgery
20911,45.4965,-122.631,Larceny Offenses
20912,45.5216,-122.684,Larceny Offenses
20913,45.5409,-122.664,Larceny Offenses
20914,45.4629,-122.66,Larceny Offenses
20915,45.5151,-122.619,Larceny Offenses
20916,45.5526,-122.527,Larceny Offenses
20917,45.5627,-122.691,Larceny Offenses
20918,45.5112,-122.696,Larceny Offenses
20919,45.5644,-122.576,Larceny Offenses
20920,45.5031,-122.557,Motor Vehicle Theft
20921,45.5088,-122.682,Vandalism
20923,45.5085,-122.674,Larceny Offenses
20924,45.4796,-122.515,Larceny Offenses
20925,45.531,-122.558,Larceny Offenses
20926,45.519,-122.552,Larceny Offenses
20927,45.5019,-122.637,Larceny Offenses
20928,45.5066,-122.643,Larceny Offenses
20929,45.5335,-122.575,Larceny Offenses
20930,45.4602,-122.707,Larceny Offenses
20932,45.5295,-122.675,Larceny Offenses
20933,45.5706,-122.545,Motor Vehicle Theft
20934,45.5819,-122.723,Motor Vehicle Theft
20935,45.5234,-122.68,Vandalism
20936,45.5235,-122.673,Assault Offenses
20937,45.5219,-122.685,Assault Offenses
20938,45.5885,-122.752,Burglary
20939,45.5203,-122.557,Burglary
20940,45.5486,-122.661,Burglary
20941,45.4808,-122.579,Burglary
20942,45.5065,-122.544,Burglary
20943,45.4768,-122.581,Burglary
20944,45.589,-122.718,Burglary
20945,45.5805,-122.721,Burglary
20946,45.5654,-122.533,Counterfeiting/Forgery
20947,45.5226,-122.661,Larceny Offenses
20948,45.5121,-122.624,Larceny Offenses
20949,45.5124,-122.709,Larceny Offenses
20950,45.4931,-122.654,Larceny Offenses
20951,45.4957,-122.656,Larceny Offenses
20952,45.5215,-122.657,Larceny Offenses
20953,45.5222,-122.658,Larceny Offenses
20954,45.5177,-122.661,Larceny Offenses
20955,45.5033,-122.505,Larceny Offenses
20956,45.492,-122.623,Larceny Offenses
20957,45.5381,-122.668,Larceny Offenses
20958,45.5366,-122.671,Larceny Offenses
20959,45.5378,-122.673,Larceny Offenses
20960,45.5183,-122.692,Larceny Offenses
20961,45.4803,-122.705,Larceny Offenses
20962,45.5279,-122.659,Larceny Offenses
20963,45.528,-122.661,Larceny Offenses
20964,45.5326,-122.668,Larceny Offenses
20965,45.5536,-122.572,Larceny Offenses
20966,45.5682,-122.547,Larceny Offenses
20967,45.4736,-122.502,Larceny Offenses
20968,45.5278,-122.571,Larceny Offenses
20969,45.555,-122.51,Motor Vehicle Theft
20970,45.5129,-122.644,Motor Vehicle Theft
20971,45.5122,-122.648,Motor Vehicle Theft
20972,45.5163,-122.685,Motor Vehicle Theft
20973,45.5583,-122.678,Motor Vehicle Theft
20974,45.5374,-122.641,Motor Vehicle Theft
20975,45.519,-122.534,Motor Vehicle Theft
20976,45.523,-122.679,Motor Vehicle Theft
20977,45.5761,-122.668,Motor Vehicle Theft
20978,45.504,-122.527,Motor Vehicle Theft
20979,45.4928,-122.54,Motor Vehicle Theft
20980,45.527,-122.677,Robbery
20981,45.4913,-122.586,Vandalism
20983,45.5196,-122.675,Assault Offenses
20984,45.5262,-122.549,Assault Offenses
20985,45.465,-122.648,Assault Offenses
20986,45.465,-122.648,Assault Offenses
20987,45.465,-122.648,Assault Offenses
20991,45.5543,-122.672,Assault Offenses
20994,45.4978,-122.524,Assault Offenses
20999,45.5187,-122.677,Arson
21000,45.5678,-122.595,Burglary
21001,45.5555,-122.604,Burglary
21002,45.5553,-122.544,Burglary
21003,45.5434,-122.552,Burglary
21004,45.4874,-122.637,Burglary
21005,45.5328,-122.647,Burglary
21011,45.5885,-122.665,Larceny Offenses
21012,45.5387,-122.626,Larceny Offenses
21013,45.4901,-122.56,Larceny Offenses
21014,45.5301,-122.665,Larceny Offenses
21015,45.5272,-122.603,Larceny Offenses
21016,45.5273,-122.677,Larceny Offenses
21017,45.5179,-122.676,Larceny Offenses
21018,45.5191,-122.677,Larceny Offenses
21019,45.6124,-122.683,Larceny Offenses
21020,45.5183,-122.562,Larceny Offenses
21021,45.5664,-122.663,Larceny Offenses
21022,45.5368,-122.538,Larceny Offenses
21023,45.5768,-122.682,Larceny Offenses
21024,45.4945,-122.536,Larceny Offenses
21025,45.4976,-122.619,Larceny Offenses
21026,45.4972,-122.635,Larceny Offenses
21027,45.5143,-122.686,Larceny Offenses
21028,45.5199,-122.687,Larceny Offenses
21029,45.5245,-122.652,Larceny Offenses
21030,45.524,-122.66,Larceny Offenses
21031,45.5247,-122.66,Larceny Offenses
21032,45.528,-122.699,Larceny Offenses
21036,45.5051,-122.584,Larceny Offenses
21037,45.5923,-122.731,Larceny Offenses
21038,45.5183,-122.621,Larceny Offenses
21039,45.5792,-122.727,Larceny Offenses
21040,45.4649,-122.729,Larceny Offenses
21041,45.4968,-122.582,Larceny Offenses
21042,45.5191,-122.525,Larceny Offenses
21043,45.4713,-122.575,Larceny Offenses
21044,45.5319,-122.587,Larceny Offenses
21045,45.4989,-122.518,Larceny Offenses
21046,45.4868,-122.677,Larceny Offenses
21047,45.515,-122.622,Larceny Offenses
21048,45.4921,-122.604,Motor Vehicle Theft
21049,45.4819,-122.572,Motor Vehicle Theft
21050,45.5412,-122.579,Motor Vehicle Theft
21051,45.5371,-122.692,Motor Vehicle Theft
21052,45.5673,-122.564,Motor Vehicle Theft
21053,45.5335,-122.56,Robbery
21054,45.5318,-122.652,Robbery
21055,45.5059,-122.579,Robbery
21056,45.5147,-122.654,Vandalism
21058,45.4722,-122.579,Vandalism
21059,45.465,-122.648,Vandalism
21061,45.5225,-122.524,Drug/Narcotic Offenses
21062,45.4973,-122.569,Drug/Narcotic Offenses
21063,45.5137,-122.605,Drug/Narcotic Offenses
21064,45.5262,-122.549,Weapon Law Violations
21065,45.493,-122.564,Weapon Law Violations
21067,45.5682,-122.549,Motor Vehicle Theft
21068,45.5301,-122.682,Vandalism
21069,45.5213,-122.684,Larceny Offenses
21071,45.4935,-122.585,Larceny Offenses
21073,45.4612,-122.692,Larceny Offenses
21074,45.5365,-122.642,Burglary
21075,45.4949,-122.575,Larceny Offenses
21076,45.5377,-122.659,Vandalism
21077,45.5505,-122.664,Larceny Offenses
21078,45.5014,-122.68,Larceny Offenses
21080,45.5106,-122.557,Larceny Offenses
21081,45.4898,-122.601,Larceny Offenses
21082,45.5563,-122.492,Larceny Offenses
21085,45.5167,-122.532,Larceny Offenses
21086,45.5158,-122.679,Assault Offenses
21087,45.5772,-122.694,Assault Offenses
21088,45.5124,-122.485,Burglary
21089,45.5192,-122.519,Burglary
21090,45.5772,-122.694,Larceny Offenses
21091,45.532,-122.655,Larceny Offenses
21092,45.4816,-122.583,Motor Vehicle Theft
21095,45.506,-122.679,Larceny Offenses
21096,45.4643,-122.643,Larceny Offenses
21097,45.5263,-122.693,Larceny Offenses
21098,45.5264,-122.5,Motor Vehicle Theft
21099,45.49,-122.567,Vandalism
21100,45.5189,-122.615,Vandalism
21101,45.519,-122.683,Assault Offenses
21102,45.5245,-122.561,Burglary
21103,45.5219,-122.602,Burglary
21104,45.4673,-122.718,Burglary
21105,45.5107,-122.696,Burglary
21106,45.5949,-122.744,Burglary
21110,45.5324,-122.543,Larceny Offenses
21111,45.5207,-122.634,Larceny Offenses
21112,45.5288,-122.592,Larceny Offenses
21113,45.4828,-122.591,Larceny Offenses
21114,45.5961,-122.734,Larceny Offenses
21115,45.5831,-122.733,Larceny Offenses
21116,45.5725,-122.649,Larceny Offenses
21117,45.519,-122.68,Larceny Offenses
21118,45.509,-122.66,Larceny Offenses
21119,45.5056,-122.53,Larceny Offenses
21120,45.5229,-122.657,Larceny Offenses
21121,45.5151,-122.662,Larceny Offenses
21122,45.5266,-122.646,Larceny Offenses
21123,45.53,-122.656,Larceny Offenses
21124,45.5154,-122.588,Larceny Offenses
21125,45.5068,-122.598,Larceny Offenses
21126,45.5243,-122.689,Larceny Offenses
21127,45.5455,-122.708,Larceny Offenses
21128,45.5279,-122.445,Larceny Offenses
21129,45.5535,-122.682,Larceny Offenses
21130,45.5722,-122.662,Larceny Offenses
21131,45.4474,-122.725,Larceny Offenses
21132,45.4809,-122.61,Larceny Offenses
